TouchArea,SmallestInscribedCircleRadius,MeanPairedDistance,MedianPairedDistance,MinPairedDistance,MaxPairedDistance,SDPairedDistance,MeanCentroidVertexDistance,MedianCentroidVertexDistance,MinCentroidVertexDistance,MaxCentroidVertexDistance,MeanCircleCenterVertexDistance,MedianAngleSuccessiveVertices,MinAngleSuccessiveVertices,MaxAngleSuccessiveVertices,class
-8492.0,83.52,142.18,134.08,131.24,161.23,16.55,82.03,87.21,70.25,88.64,83.52,2.0,1.96,2.32,Square_5
-7546.0,82.23,136.77,131.91,115.52,162.87,24.05,78.85,83.23,62.33,90.99,82.23,2.05,1.82,2.42,Circle_5
-3207.0,49.95,86.3,87.32,81.32,90.25,4.55,49.82,49.32,47.53,52.63,49.95,2.12,1.99,2.17,Rectangle_4
-3757.5,53.82,93.18,92.66,91.81,95.08,1.7,53.8,54.11,52.69,54.59,53.82,2.08,2.07,2.13,Rectangle_5
-3708.0,55.52,94.37,96.75,80.05,106.32,13.3,54.51,53.81,47.41,62.29,55.52,2.15,1.82,2.31,Circle_3
-3481.5,53.88,91.35,86.82,82.54,104.69,11.75,52.7,55.79,44.4,57.91,53.88,2.02,1.93,2.34,Square_3
-2147.0,51.18,80.22,91.22,47.07,102.36,29.24,46.85,43.54,34.31,62.7,51.18,2.41,1.28,2.59,Triangle_3
-2296.5,51.36,82.03,95.86,48.27,101.97,29.4,47.99,42.51,37.48,63.98,51.36,2.45,1.29,2.54,Triangle_3
-2135.0,41.24,70.82,70.72,64.4,77.32,6.46,40.88,41.16,37.0,44.49,41.24,2.1,1.93,2.25,Rectangle_3
-5438.0,67.49,114.27,106.3,105.02,131.5,14.93,65.91,70.98,55.14,71.61,67.49,1.98,1.96,2.35,Square_4
-7185.0,83.89,136.24,132.61,108.47,167.63,29.75,78.48,83.1,58.31,94.05,83.89,2.08,1.72,2.48,Circle_5
-4197.0,75.62,117.89,145.15,58.18,150.33,51.77,69.75,58.6,54.07,96.58,75.62,2.58,1.08,2.62,Triangle_5
-4805.0,64.03,108.37,118.53,86.37,120.21,19.07,62.68,57.51,56.34,74.19,64.03,2.27,1.72,2.29,Rectangle_5
-5125.0,67.32,112.43,110.07,94.37,132.85,19.35,64.85,67.49,52.06,75.0,67.32,2.08,1.81,2.4,Circle_4
-5856.5,69.93,118.57,115.49,104.55,135.68,15.79,68.42,70.98,57.86,76.42,69.93,2.06,1.89,2.34,Circle_4
-3655.5,54.92,93.45,92.61,82.04,105.7,11.86,53.94,55.0,46.48,60.34,54.92,2.09,1.88,2.32,Circle_3
-3996.0,74.06,115.55,144.59,56.08,145.99,51.51,68.46,55.79,54.56,95.04,74.06,2.6,1.07,2.62,Triangle_5
-4164.0,76.48,118.64,146.51,57.08,152.32,53.39,70.3,59.11,54.0,97.79,76.48,2.59,1.05,2.64,Triangle_5
-3260.5,64.26,101.39,124.28,53.24,126.67,41.72,59.76,49.79,47.74,81.75,64.26,2.55,1.15,2.58,Triangle_4
-3137.0,64.59,101.24,126.06,50.61,127.05,43.85,59.86,48.89,48.03,82.67,64.59,2.59,1.1,2.6,Triangle_4
-7603.5,83.09,137.89,137.09,112.01,164.58,26.29,79.56,81.97,62.89,93.81,83.09,2.11,1.75,2.42,Circle_5
-7669.5,83.64,138.73,139.59,111.0,165.59,27.3,80.07,81.65,63.41,95.15,83.64,2.13,1.73,2.42,Circle_5
-7564.5,82.04,136.99,138.4,111.04,161.53,25.28,79.09,80.06,64.01,93.19,82.04,2.13,1.75,2.4,Square_5
-8055.0,83.33,140.46,145.96,113.86,161.55,24.32,81.16,79.46,68.67,95.36,83.33,2.18,1.75,2.35,Square_5
-4081.0,56.91,97.83,98.49,88.96,106.04,8.56,56.48,56.39,51.62,61.44,56.91,2.11,1.93,2.24,Square_3
-4368.0,58.74,101.09,101.92,92.54,108.81,8.17,58.37,58.14,53.81,63.15,58.74,2.11,1.95,2.23,Square_3
-3300.5,53.24,89.78,92.27,73.68,103.39,15.01,51.86,51.34,43.71,60.53,53.24,2.16,1.77,2.35,Circle_3
-3420.5,54.45,91.67,95.63,73.74,105.65,16.32,52.98,51.69,44.73,62.52,54.45,2.19,1.74,2.36,Circle_3
-8051.5,82.67,139.46,129.36,127.14,161.9,19.46,80.42,86.93,66.32,88.02,82.67,1.97,1.94,2.36,Square_5
-8031.5,82.58,139.29,128.84,127.32,161.72,19.44,80.32,87.0,66.22,87.75,82.58,1.97,1.95,2.36,Square_5
-7494.0,81.79,136.56,139.81,109.04,160.82,26.04,78.88,78.85,64.12,93.65,81.79,2.16,1.73,2.4,Circle_5
-7379.0,81.31,135.67,139.62,107.52,159.88,26.4,78.38,78.0,63.72,93.42,81.31,2.17,1.71,2.4,Circle_5
-3798.5,55.36,94.74,93.56,85.48,105.19,9.91,54.69,55.77,48.37,59.94,55.36,2.08,1.92,2.28,Square_3
-3883.5,55.91,95.71,90.79,89.81,106.53,9.39,55.23,58.3,48.61,58.8,55.91,2.01,1.99,2.29,Square_3
-3651.5,53.15,91.95,92.76,88.32,94.75,3.29,53.09,52.66,51.46,55.14,53.15,2.11,2.03,2.15,Rectangle_5
-3704.0,53.63,92.69,90.69,89.84,97.53,4.22,53.51,54.72,50.64,55.18,53.63,2.06,2.04,2.18,Rectangle_5
-3737.0,55.52,94.62,99.64,79.65,104.56,13.19,54.67,52.31,49.0,62.7,55.52,2.2,1.81,2.28,Circle_3
-3695.5,55.93,94.77,100.65,77.08,106.57,15.6,54.78,52.14,48.06,64.15,55.93,2.22,1.75,2.31,Circle_3
-2444.0,50.73,82.41,95.6,52.15,99.46,26.27,48.05,42.27,39.2,62.67,50.73,2.42,1.39,2.48,Triangle_3
-2334.0,50.07,81.03,94.25,50.36,98.49,26.65,47.29,41.62,38.21,62.03,50.07,2.43,1.36,2.49,Triangle_3
-3409.5,55.24,91.84,85.8,80.16,109.55,15.6,52.92,57.25,41.59,59.91,55.24,1.99,1.87,2.42,Square_3
-3238.0,53.68,89.36,82.07,79.63,106.38,14.79,51.49,56.35,40.6,57.51,53.68,1.96,1.91,2.41,Square_3
-4970.0,64.22,109.35,118.41,90.55,119.08,16.28,63.2,58.44,57.98,73.18,64.22,2.25,1.78,2.26,Rectangle_5
-5015.0,65.34,110.62,119.36,88.73,123.76,19.08,63.97,59.75,56.69,75.47,65.34,2.24,1.73,2.31,Rectangle_5
-3930.0,55.28,95.51,96.05,90.47,100.0,4.79,55.14,54.92,52.51,57.99,55.28,2.11,2.0,2.18,Rectangle_5
-3976.0,55.49,95.97,96.08,92.18,99.64,3.73,55.41,55.4,53.26,57.57,55.49,2.1,2.03,2.16,Rectangle_5
-3598.0,55.52,93.68,96.32,77.03,107.7,15.51,54.12,53.53,45.73,63.09,55.52,2.16,1.77,2.35,Circle_3
-3661.5,55.75,94.1,91.09,82.3,108.91,13.56,54.29,56.74,45.07,61.05,55.75,2.05,1.87,2.36,Circle_3
-4467.0,60.2,102.96,106.32,89.4,113.16,12.23,59.47,58.02,53.53,66.85,60.2,2.16,1.86,2.27,Rectangle_5
-4067.0,56.11,97.05,98.49,92.89,99.76,3.66,56.03,55.24,54.47,58.38,56.11,2.12,2.02,2.14,Rectangle_5
-2312.5,51.49,82.49,98.41,47.8,101.24,30.07,48.32,41.35,39.0,64.62,51.49,2.48,1.27,2.53,Triangle_3
-2490.0,50.93,82.86,95.43,53.16,100.0,25.82,48.28,42.88,39.25,62.7,50.93,2.4,1.41,2.48,Triangle_3
-6022.5,70.32,119.74,115.11,108.58,135.53,14.06,69.09,72.32,59.36,75.61,70.32,2.03,1.93,2.32,Square_4
-6082.0,70.16,119.93,115.25,110.45,134.08,12.49,69.21,72.32,60.54,74.77,70.16,2.03,1.96,2.29,Square_4
-3771.5,55.04,94.28,91.42,86.88,104.55,9.17,54.42,56.37,48.17,58.71,55.04,2.05,1.96,2.28,Circle_4
-5511.5,71.22,117.43,106.57,103.87,141.85,21.19,67.61,74.88,51.82,76.14,71.22,1.94,1.9,2.44,Circle_4
-3671.5,54.26,93.08,97.25,81.74,100.24,9.93,53.76,51.65,49.7,59.94,54.26,2.18,1.88,2.23,Rectangle_4
-4037.0,57.02,97.72,102.96,85.02,105.19,11.05,56.45,53.74,52.27,63.33,57.02,2.19,1.86,2.23,Rectangle_4
-2843.0,62.35,97.01,118.66,48.08,124.28,42.46,57.37,48.8,43.9,79.4,62.35,2.57,1.09,2.63,Triangle_4
-2985.0,62.2,97.37,116.76,51.26,124.08,40.1,57.34,49.91,43.62,78.48,62.2,2.52,1.15,2.61,Triangle_4
-3352.0,52.11,89.17,93.3,77.1,97.12,10.63,51.51,49.5,46.98,58.05,52.11,2.18,1.85,2.25,Rectangle_4
-3252.0,51.06,87.59,91.39,77.01,94.37,9.29,50.59,48.67,46.74,56.36,51.06,2.17,1.88,2.23,Rectangle_4
-3223.5,50.73,87.11,90.8,77.13,93.39,8.74,50.31,48.42,46.75,55.76,50.73,2.17,1.89,2.22,Rectangle_4
-3221.0,50.83,87.18,90.52,76.69,94.34,9.28,50.35,48.73,46.25,56.08,50.83,2.17,1.88,2.24,Rectangle_4
-2126.0,40.63,70.21,68.71,68.12,73.82,3.13,40.54,41.44,38.4,41.77,40.63,2.06,2.04,2.18,Rectangle_3
-2040.5,39.66,68.67,68.94,67.19,69.89,1.37,39.65,39.5,38.94,40.5,39.66,2.1,2.06,2.13,Rectangle_3
-4693.5,62.14,105.94,110.14,90.05,117.63,14.26,61.2,59.41,54.41,69.78,62.14,2.17,1.82,2.29,Rectangle_5
-4726.5,62.59,106.56,112.58,89.02,118.07,15.43,61.58,58.74,55.03,70.95,62.59,2.2,1.8,2.28,Rectangle_5
-5857.0,68.2,117.17,112.25,110.89,128.36,9.72,67.63,70.67,60.84,71.38,68.2,2.02,2.0,2.26,Square_4
-6136.0,69.86,119.98,116.82,111.63,131.47,10.29,69.25,71.37,62.3,74.09,69.86,2.05,1.97,2.26,Square_4
-4224.0,72.83,115.11,141.53,60.8,143.0,47.04,67.82,56.04,54.78,92.66,72.83,2.55,1.16,2.57,Triangle_5
-4294.0,73.65,116.31,143.62,61.06,144.26,47.85,68.56,56.22,55.68,93.78,73.65,2.56,1.15,2.57,Triangle_5
-7784.5,81.58,137.37,129.5,122.58,160.03,19.93,79.21,84.66,64.96,88.02,81.58,2.0,1.91,2.37,Square_5
-7941.0,81.83,138.34,132.31,123.04,159.67,19.04,79.8,84.17,66.5,88.73,81.83,2.03,1.9,2.35,Square_5
-3427.5,72.21,109.75,133.54,51.35,144.37,50.87,65.08,56.89,47.26,91.11,72.21,2.58,1.02,2.69,Triangle_5
-4016.5,72.72,113.47,136.07,59.14,145.21,47.28,66.85,58.36,50.48,91.71,72.72,2.52,1.14,2.62,Triangle_5
-2315.0,44.82,75.53,81.02,59.54,86.02,14.07,43.69,41.26,37.74,52.05,44.82,2.24,1.71,2.34,Rectangle_3
-2383.0,44.15,75.4,79.85,64.01,82.35,9.95,43.57,41.34,39.67,49.68,44.15,2.2,1.82,2.26,Rectangle_3
-5620.0,67.91,115.71,114.27,102.46,130.38,14.02,66.79,68.26,57.84,74.25,67.91,2.08,1.89,2.31,Circle_4
-5716.5,68.91,117.01,113.99,103.62,133.41,15.12,67.52,69.98,57.41,75.16,68.91,2.06,1.89,2.33,Circle_4
-2110.0,51.57,80.77,94.59,44.64,103.08,31.57,47.39,42.54,35.37,64.25,51.57,2.47,1.21,2.6,Triangle_3
-1876.5,50.45,78.7,96.84,39.0,100.26,34.43,46.55,39.12,36.12,64.41,50.45,2.57,1.09,2.62,Triangle_3
-1990.0,50.61,78.86,92.2,43.17,101.21,31.23,46.28,41.79,34.13,62.91,50.61,2.48,1.19,2.61,Triangle_3
-2251.0,50.64,81.19,96.46,47.41,99.7,29.3,47.54,40.92,38.25,63.46,50.64,2.48,1.28,2.53,Triangle_3
-3561.0,55.1,92.91,90.21,80.72,107.79,13.73,53.6,55.91,44.33,60.55,55.1,2.06,1.86,2.36,Square_3
-3529.0,54.33,92.08,89.36,81.32,105.55,12.34,53.13,55.3,44.79,59.29,54.33,2.05,1.89,2.34,Square_3
-3389.0,52.65,89.8,89.59,79.12,100.69,10.79,51.84,52.46,45.26,57.8,52.65,2.1,1.88,2.3,Circle_3
-3330.0,52.77,89.5,89.63,76.9,101.98,12.54,51.67,52.27,44.09,58.64,52.77,2.11,1.84,2.33,Circle_3
-6141.0,70.47,120.51,117.8,109.38,134.35,12.7,69.56,71.61,61.13,75.93,70.47,2.06,1.93,2.29,Square_4
-6227.0,70.55,120.99,116.1,113.32,133.56,10.97,69.83,72.94,62.19,74.38,70.55,2.03,1.99,2.27,Square_4
-3297.0,62.57,99.75,121.38,55.61,122.25,38.23,58.58,48.7,47.96,79.07,62.57,2.52,1.23,2.53,Triangle_4
-3563.0,63.31,101.78,121.51,59.93,123.91,36.26,59.58,50.69,48.72,79.33,63.31,2.48,1.29,2.51,Triangle_4
-2807.0,66.3,99.53,119.24,47.27,132.08,45.71,58.89,52.85,41.45,82.39,66.3,2.56,1.02,2.7,Triangle_4
-3275.5,64.67,101.12,119.02,55.08,129.25,40.19,59.38,53.03,44.34,80.76,64.67,2.49,1.19,2.61,Triangle_4
-4828.0,67.79,112.21,126.66,78.79,131.19,29.03,65.14,58.49,55.07,81.85,67.79,2.35,1.53,2.4,Circle_4
-6306.5,70.87,121.69,120.8,111.22,133.06,10.95,70.25,71.15,63.44,76.18,70.87,2.09,1.94,2.25,Circle_4
-2226.0,50.85,81.35,98.68,46.32,99.04,30.33,47.71,39.68,39.38,64.07,50.85,2.51,1.25,2.52,Triangle_3
-2264.0,51.36,82.12,99.3,46.65,100.42,30.73,48.17,40.36,39.42,64.73,51.36,2.51,1.25,2.53,Triangle_3
-3400.0,51.68,89.04,86.16,85.0,95.96,6.02,51.4,53.17,47.25,53.79,51.68,2.04,2.02,2.23,Circle_3
-3456.5,51.99,89.68,86.68,86.47,95.9,5.38,51.77,53.58,48.06,53.69,51.99,2.04,2.03,2.21,Circle_3
-2892.0,75.4,112.13,145.99,39.62,150.79,62.84,67.9,55.08,50.58,98.05,75.4,2.74,0.76,2.78,Triangle_5
-2761.0,74.86,111.35,146.99,37.64,149.41,63.84,67.65,53.62,51.34,98.0,74.86,2.77,0.73,2.78,Triangle_5
-3319.5,51.89,88.79,94.03,76.3,96.05,10.87,51.3,48.59,47.26,58.04,51.89,2.2,1.84,2.24,Rectangle_4
-3487.0,53.06,90.89,96.9,78.64,97.12,10.61,52.5,49.27,49.12,59.12,53.06,2.21,1.85,2.22,Rectangle_4
-2854.5,59.61,93.59,109.48,52.2,119.1,36.17,54.88,49.25,41.15,74.25,59.61,2.47,1.22,2.59,Triangle_4
-2850.0,60.86,94.92,112.33,50.77,121.66,38.51,55.81,49.6,41.62,76.2,60.86,2.5,1.17,2.61,Triangle_4
-5462.0,67.36,114.49,116.07,97.98,129.4,15.77,66.11,66.01,57.16,75.15,67.36,2.13,1.84,2.32,Circle_4
-5376.0,66.94,113.59,112.0,99.2,129.56,15.24,65.56,67.25,55.76,73.65,66.94,2.08,1.87,2.33,Circle_4
-5897.5,69.61,118.49,110.68,110.39,134.41,13.78,68.36,73.22,58.5,73.37,69.61,1.98,1.98,2.32,Square_4
-5867.0,69.89,118.54,111.95,107.91,135.77,15.05,68.38,72.74,57.66,74.75,69.89,2.0,1.94,2.34,Square_4
-3780.5,56.36,95.55,97.99,80.16,108.5,14.33,55.19,54.56,47.47,63.53,56.36,2.15,1.8,2.33,Rectangle_4
-3729.0,56.7,95.57,99.32,77.47,109.93,16.55,55.23,54.07,46.72,64.89,56.7,2.18,1.75,2.35,Rectangle_4
-8108.0,84.26,141.63,150.37,111.41,163.11,26.93,81.91,78.47,69.48,97.76,84.26,2.22,1.7,2.36,Circle_5
-7969.5,84.08,140.91,149.86,109.44,163.42,28.08,81.5,78.11,68.45,97.95,84.08,2.23,1.68,2.37,Circle_5
-5688.5,69.66,117.35,109.07,106.37,136.62,16.74,67.67,73.08,55.53,74.39,69.66,1.98,1.93,2.37,Circle_4
-5777.0,70.03,118.13,109.0,108.26,137.13,16.46,68.12,73.91,56.17,74.28,70.03,1.97,1.95,2.36,Circle_4
-7715.5,81.54,137.04,131.06,119.85,160.21,20.83,79.03,83.59,64.48,89.02,81.54,2.03,1.87,2.38,Circle_5
-8013.5,82.8,139.44,134.03,122.02,162.27,20.66,80.43,84.64,66.15,90.5,82.8,2.04,1.87,2.37,Circle_5
-7762.0,81.6,137.3,130.82,120.93,160.15,20.4,79.18,83.95,64.83,88.76,81.6,2.02,1.89,2.37,Square_5
-7747.5,82.16,137.63,129.45,121.4,162.03,21.51,79.34,85.13,63.89,89.0,82.16,2.0,1.89,2.39,Square_5
-2227.5,45.3,75.49,85.42,54.74,86.31,17.97,43.78,38.87,38.21,54.26,45.3,2.34,1.58,2.36,Rectangle_3
-2496.5,46.89,78.83,87.01,60.41,89.09,15.99,45.64,41.64,40.14,55.14,46.89,2.29,1.66,2.33,Rectangle_3
-3967.5,74.39,114.88,138.65,57.25,148.73,50.17,67.86,59.23,50.42,93.94,74.39,2.55,1.09,2.65,Triangle_5
-3887.0,74.45,115.12,141.9,54.92,148.53,52.24,68.25,57.75,51.9,95.09,74.45,2.59,1.04,2.65,Triangle_5
-4525.5,59.12,102.31,103.31,99.05,104.58,2.9,59.07,58.52,57.76,60.93,59.12,2.11,2.04,2.13,Square_3
-3998.5,56.25,96.74,95.27,89.83,105.12,7.75,55.85,56.92,50.82,59.8,56.25,2.07,1.97,2.24,Square_3
-8071.5,82.26,139.25,130.15,127.28,160.33,18.31,80.32,86.2,67.14,87.61,82.26,1.99,1.95,2.35,Square_5
-8383.5,83.03,141.31,133.75,129.83,160.33,16.59,81.53,86.43,69.75,88.4,83.03,2.01,1.96,2.32,Square_5
-2030.0,39.83,68.74,70.94,63.7,71.57,4.37,39.69,38.48,38.09,42.49,39.83,2.15,1.97,2.17,Rectangle_3
-2103.5,40.46,69.89,70.84,65.76,73.08,3.75,40.36,39.88,38.51,42.68,40.46,2.12,1.99,2.17,Rectangle_3
-5637.0,68.11,115.89,109.37,106.71,131.59,13.66,66.86,71.06,57.14,72.4,68.11,2.0,1.96,2.32,Square_4
-5774.0,68.69,117.1,109.9,109.18,132.23,13.11,67.57,72.06,58.22,72.42,68.69,1.99,1.98,2.31,Square_4
-8008.0,80.22,137.43,136.24,124.23,151.82,13.83,79.34,80.56,70.66,86.79,80.22,2.09,1.93,2.27,Circle_5
-8060.0,81.38,138.59,136.01,123.23,156.54,16.81,79.99,82.25,69.01,88.71,81.38,2.07,1.9,2.31,Circle_5
-2490.5,46.38,78.14,81.27,63.2,89.96,13.65,45.16,44.18,38.16,53.13,46.38,2.18,1.75,2.36,Rectangle_3
-2260.5,43.24,73.58,74.95,63.03,82.76,9.94,42.49,42.2,37.01,48.26,43.24,2.14,1.84,2.31,Rectangle_3
-8675.5,87.13,145.92,142.64,123.56,171.57,24.18,84.17,87.6,68.14,96.78,87.13,2.07,1.82,2.39,Square_5
-9616.0,88.97,151.4,145.96,136.56,171.69,18.18,87.36,91.25,74.86,95.98,88.97,2.04,1.92,2.32,Square_5
-9148.5,87.67,148.33,139.18,134.81,171.0,19.76,85.55,91.57,71.37,93.72,87.67,1.99,1.94,2.35,Square_5
-8962.5,87.5,147.42,141.65,129.19,171.42,21.7,85.03,89.5,70.02,95.57,87.5,2.04,1.88,2.37,Square_5
-8691.5,87.86,146.35,135.01,129.99,174.04,24.11,84.33,91.98,66.63,94.36,87.86,1.97,1.9,2.41,Square_5
-8011.0,87.1,142.44,128.79,124.62,173.91,27.33,81.96,91.26,61.45,93.17,87.1,1.94,1.88,2.46,Square_5
-7227.0,84.33,136.64,130.6,110.72,168.59,29.4,78.66,84.53,57.94,93.51,84.33,2.05,1.75,2.49,Square_5
-7210.0,84.68,137.53,141.42,102.18,169.0,33.58,79.45,80.28,59.93,98.14,84.68,2.18,1.61,2.49,Square_5
-8318.0,85.21,142.62,130.97,128.7,168.19,22.18,82.2,89.79,65.95,90.87,85.21,1.96,1.93,2.39,Square_5
-7978.0,83.5,139.75,131.4,123.07,164.78,22.07,80.56,86.49,64.7,90.49,83.5,2.0,1.89,2.39,Square_5
-7300.0,84.68,137.05,125.0,116.82,169.33,28.25,78.81,87.57,57.61,91.26,84.68,1.96,1.84,2.49,Square_5
-7442.5,85.07,138.04,122.43,121.63,170.07,27.74,79.38,89.72,58.35,90.08,85.07,1.91,1.9,2.48,Square_5
-2247.0,42.15,72.51,71.39,67.42,78.72,5.74,41.86,42.67,38.13,44.77,42.15,2.07,1.97,2.24,Rectangle_3
-2298.0,42.83,73.48,71.02,68.48,80.95,6.59,42.41,44.02,37.88,45.34,42.83,2.04,1.98,2.27,Rectangle_3
-2347.5,43.2,74.24,75.95,66.71,80.06,6.84,42.87,42.1,39.48,47.03,43.2,2.14,1.91,2.23,Rectangle_3
-2204.0,41.28,71.42,72.44,68.71,73.11,2.37,41.24,40.67,40.27,42.77,41.28,2.12,2.03,2.14,Rectangle_3
-1969.0,39.52,67.96,69.64,61.22,73.01,6.07,39.24,38.45,36.31,42.96,39.52,2.14,1.92,2.22,Rectangle_3
-2416.0,43.39,74.93,76.94,70.03,77.82,4.27,43.26,42.16,41.62,46.0,43.39,2.14,1.98,2.16,Rectangle_3
-2135.5,41.45,70.97,68.6,65.46,78.85,7.0,40.96,42.55,36.16,44.17,41.45,2.04,1.96,2.28,Rectangle_3
-2322.5,42.51,73.43,73.0,69.92,77.37,3.74,42.39,42.71,40.07,44.4,42.51,2.09,2.01,2.19,Rectangle_3
-2262.0,42.07,72.58,75.15,67.01,75.59,4.83,41.91,40.5,40.22,45.01,42.07,2.16,1.96,2.17,Rectangle_3
-2389.0,43.98,75.23,76.06,66.37,83.26,8.47,43.44,43.32,38.66,48.34,43.98,2.12,1.88,2.28,Rectangle_3
-2292.5,42.74,73.41,75.69,65.49,79.06,7.06,42.39,41.3,39.14,46.75,42.74,2.15,1.9,2.23,Rectangle_3
-2065.0,40.04,69.21,70.71,65.46,71.45,3.27,39.96,39.13,38.68,42.06,40.04,2.13,2.0,2.15,Rectangle_3
-2787.0,52.81,86.64,100.28,57.45,102.18,25.29,50.41,44.0,42.53,64.72,52.81,2.4,1.45,2.43,Triangle_3
-2762.0,53.34,87.06,101.97,55.97,103.25,26.93,50.73,43.7,42.69,65.81,53.34,2.43,1.41,2.45,Triangle_3
-2695.5,51.59,84.84,97.72,57.08,99.72,24.06,49.34,43.28,41.73,63.01,51.59,2.39,1.47,2.42,Triangle_3
-2615.0,51.15,83.92,97.1,55.66,99.01,24.49,48.83,42.65,41.16,62.68,51.15,2.4,1.45,2.43,Triangle_3
-2178.5,48.86,78.8,92.14,48.01,96.26,26.75,46.03,40.35,37.0,60.74,48.86,2.44,1.34,2.51,Triangle_3
-2309.5,48.21,78.96,90.47,52.33,94.07,23.13,45.94,40.81,38.0,59.0,48.21,2.38,1.45,2.45,Triangle_3
-2645.0,51.44,84.42,98.51,55.9,98.84,24.69,49.13,42.27,42.02,63.09,51.44,2.41,1.45,2.42,Triangle_3
-2438.5,49.9,81.52,94.01,53.15,97.42,24.63,47.47,41.89,39.21,61.31,49.9,2.4,1.43,2.46,Triangle_3
-2540.0,49.99,81.92,89.44,57.43,98.88,21.73,47.51,44.91,37.74,59.87,49.99,2.29,1.53,2.46,Triangle_3
-2541.0,50.11,82.32,93.34,55.76,97.86,23.11,47.85,43.02,39.53,60.98,50.11,2.36,1.48,2.44,Triangle_3
-2338.0,48.6,79.55,91.35,52.47,94.83,23.52,46.29,41.02,38.3,59.55,48.6,2.39,1.44,2.45,Triangle_3
-2863.0,52.35,86.26,93.34,62.2,103.25,21.42,49.98,47.55,40.14,62.25,52.35,2.27,1.57,2.44,Triangle_3
-6077.5,72.76,122.04,120.21,102.9,143.0,20.11,70.41,72.74,57.38,81.11,72.76,2.09,1.81,2.38,Square_4
-5823.0,72.75,120.55,116.52,100.7,144.42,22.14,69.49,73.35,54.34,80.78,72.75,2.06,1.8,2.43,Square_4
-5376.0,72.82,118.51,121.75,88.54,145.24,28.49,68.46,69.16,51.89,84.33,72.82,2.18,1.62,2.48,Square_4
-5297.0,71.31,116.51,114.56,92.7,142.28,24.85,67.17,70.36,50.76,80.38,71.31,2.1,1.72,2.47,Square_4
-5652.0,71.87,118.86,113.46,100.24,142.86,21.82,68.49,73.06,53.16,79.25,71.87,2.03,1.82,2.43,Square_4
-5986.0,73.53,122.03,117.63,102.63,145.84,21.94,70.35,74.36,55.25,81.43,73.53,2.05,1.81,2.42,Square_4
