@relation whatever

@attribute Participant numeric
@attribute FingersCount numeric
@attribute TouchArea numeric
@attribute SmallestInscribedCircleRadius numeric
@attribute MeanPairedDistance numeric
@attribute MedianPairedDistance numeric
@attribute MinPairedDistance numeric
@attribute MaxPairedDistance numeric
@attribute SDPairedDistance numeric
@attribute MeanCentroidVertexDistance numeric
@attribute MedianCentroidVertexDistance numeric
@attribute MinCentroidVertexDistance numeric
@attribute MaxCentroidVertexDistance numeric
@attribute SDCentroidVertexDistance numeric
@attribute MeanCircleCenterVertexDistance numeric
@attribute MedianCircleCenterVertexDistance numeric
@attribute MinCircleCenterVertexDistance numeric
@attribute MaxCircleCenterVertexDistance numeric
@attribute SDCircleCenterVertexDistance numeric
@attribute MeanAngleSuccessiveVertices numeric
@attribute MedianAngleSuccessiveVertices numeric
@attribute MinAngleSuccessiveVertices numeric
@attribute MaxAngleSuccessiveVertices numeric
@attribute SDAngleSuccessiveVertices numeric
@attribute class {Circle_4, Rectangle_5, Circle_5, Triangle_4, Triangle_5, Circle_3, Square_5, Square_4, Square_3, Triangle_3, Rectangle_3, Rectangle_4}

@data
1, 3, -2724, 71.58, 95.01, 78.85, 75.95, 130.23, 30.54, 53.7, 66.03, 27.91, 67.15, 22.34, 71.58, 71.58, 71.58, 71.58, 0, 2.09, 1.82, 1.74, 2.72, 0.54, Rectangle_4
1, 3, -4266, 63.42, 104.83, 112.77, 76.84, 124.89, 24.99, 60.71, 58.01, 49.04, 75.07, 13.22, 63.42, 63.42, 63.42, 63.42, 0, 2.09, 2.26, 1.59, 2.43, 0.44, Circle_4
1, 3, -4350, 63.88, 105.59, 111.8, 78.82, 126.14, 24.27, 61.09, 59.39, 48.89, 74.99, 13.13, 63.88, 63.88, 63.88, 63.88, 0, 2.09, 2.23, 1.62, 2.43, 0.42, Circle_4
1, 3, -3656, 88.2, 112.73, 96.38, 85.76, 156.05, 37.89, 63.55, 77.55, 31.51, 81.6, 27.82, 88.2, 88.2, 88.2, 88.2, 0, 2.09, 1.9, 1.64, 2.75, 0.58, Rectangle_5
1, 3, -3864, 85.82, 113.84, 102.4, 82.93, 156.2, 37.96, 64.51, 76.06, 33.87, 83.59, 26.8, 85.82, 85.82, 85.82, 85.82, 0, 2.09, 2, 1.56, 2.72, 0.59, Rectangle_5
1, 3, -1586.5, 36.03, 61.52, 65.25, 52.2, 67.12, 8.13, 35.55, 33.67, 32.42, 40.55, 4.38, 36.03, 36.03, 36.03, 36.03, 0, 2.09, 2.21, 1.82, 2.26, 0.24, Triangle_3
1, 3, -1552, 35.52, 60.75, 64.5, 52.01, 65.73, 7.59, 35.1, 33.15, 32.33, 39.8, 4.1, 35.52, 35.52, 35.52, 35.52, 0, 2.09, 2.21, 1.84, 2.24, 0.22, Triangle_3
1, 3, -3334, 51.22, 88.21, 85.88, 83.49, 95.26, 6.22, 50.92, 52.4, 46.69, 53.68, 3.72, 51.22, 51.22, 51.22, 51.22, 0, 2.09, 2.05, 2, 2.23, 0.12, Triangle_5
1, 3, -3413, 51.64, 89.1, 87.24, 85.05, 95.02, 5.24, 51.44, 52.61, 47.91, 53.79, 3.11, 51.64, 51.64, 51.64, 51.64, 0, 2.09, 2.06, 2.02, 2.21, 0.1, Triangle_5
1, 3, -4340, 64.4, 105.34, 103.25, 84.29, 128.47, 22.16, 60.72, 63.74, 45.98, 72.44, 13.49, 64.4, 64.4, 64.4, 64.4, 0, 2.09, 2.09, 1.73, 2.46, 0.37, Square_4
1, 3, -4413, 64.86, 106.11, 103.25, 85.7, 129.39, 21.98, 61.15, 64.56, 46.27, 72.62, 13.5, 64.86, 64.86, 64.86, 64.86, 0, 2.09, 2.07, 1.75, 2.46, 0.36, Square_4
1, 3, -4373, 63.74, 105.5, 110.28, 80.28, 125.94, 23.2, 61, 60.05, 48.71, 74.23, 12.79, 63.74, 63.74, 63.74, 63.74, 0, 2.09, 2.2, 1.65, 2.43, 0.4, Circle_4
1, 3, -4603, 64.84, 107.64, 110.45, 84.39, 128.08, 21.98, 62.18, 62.23, 49.71, 74.6, 12.45, 64.84, 64.84, 64.84, 64.84, 0, 2.09, 2.17, 1.7, 2.42, 0.37, Circle_4
1, 3, -2495, 48.93, 80.91, 93.3, 56.04, 93.41, 21.55, 47, 40.86, 40.78, 59.37, 10.71, 48.93, 48.93, 48.93, 48.93, 0, 2.09, 2.38, 1.51, 2.39, 0.5, Circle_3
1, 3, -2498, 49.63, 81.66, 94.92, 54.92, 95.13, 23.16, 47.49, 40.99, 40.83, 60.65, 11.4, 49.63, 49.63, 49.63, 49.63, 0, 2.09, 2.4, 1.47, 2.41, 0.54, Circle_3
1, 3, -3031.5, 55.57, 89.02, 81.84, 74.09, 111.13, 19.53, 51.16, 56.75, 36.55, 60.19, 12.77, 55.57, 55.57, 55.57, 55.57, 0, 2.09, 1.98, 1.8, 2.51, 0.37, Triangle_5
1, 3, -2959, 54.9, 87.89, 77.82, 76.06, 109.79, 18.98, 50.49, 57.37, 35.95, 58.15, 12.6, 54.9, 54.9, 54.9, 54.9, 0, 2.09, 1.91, 1.87, 2.51, 0.36, Triangle_5
1, 3, -1735.5, 57.18, 76.48, 72.06, 52.55, 104.81, 26.41, 43.5, 49.78, 23.39, 57.34, 17.82, 57.18, 57.18, 57.18, 57.18, 0, 2.09, 2.1, 1.46, 2.72, 0.63, Rectangle_3
1, 3, -1676.5, 55.98, 75.49, 74.06, 49.04, 103.35, 27.18, 43.14, 47.95, 23.8, 57.67, 17.44, 55.98, 55.98, 55.98, 55.98, 0, 2.09, 2.19, 1.37, 2.73, 0.68, Rectangle_3
1, 3, -4243.5, 65.16, 106.25, 115.11, 74.25, 129.4, 28.62, 61.6, 58.94, 48.05, 77.8, 15.05, 65.16, 65.16, 65.16, 65.16, 0, 2.09, 2.28, 1.52, 2.48, 0.5, Circle_4
1, 3, -4233, 65.02, 105.99, 114.02, 74.71, 129.25, 28.14, 61.41, 59.23, 47.68, 77.34, 14.95, 65.02, 65.02, 65.02, 65.02, 0, 2.09, 2.27, 1.54, 2.48, 0.5, Circle_4
1, 3, -1458, 33.81, 58.29, 57.31, 55.04, 62.51, 3.83, 33.65, 34.3, 31.13, 35.52, 2.27, 33.81, 33.81, 33.81, 33.81, 0, 2.09, 2.07, 2, 2.22, 0.11, Triangle_3
1, 3, -1441.5, 33.61, 57.96, 59.48, 53.41, 61, 4.01, 33.47, 32.68, 31.73, 36, 2.24, 33.61, 33.61, 33.61, 33.61, 0, 2.09, 2.14, 1.96, 2.19, 0.12, Triangle_3
1, 3, -6480.5, 78.99, 130.27, 144.53, 91.55, 154.74, 33.92, 75.59, 69.73, 62, 95.04, 17.28, 78.99, 78.99, 78.99, 78.99, 0, 2.09, 2.32, 1.53, 2.43, 0.49, Circle_5
1, 3, -6471, 79.95, 131.18, 146.49, 89.87, 157.18, 36.17, 76.18, 70, 61.8, 96.75, 18.28, 79.95, 79.95, 79.95, 79.95, 0, 2.09, 2.34, 1.5, 2.45, 0.52, Circle_5
1, 3, -5983, 79.49, 128.8, 146.7, 82.49, 157.2, 40.44, 75.02, 67.92, 59.57, 97.56, 19.96, 79.49, 79.49, 79.49, 79.49, 0, 2.09, 2.39, 1.4, 2.5, 0.6, Circle_5
1, 3, -5977.5, 79.33, 128.73, 147.63, 82.15, 156.4, 40.57, 75, 67.19, 60.21, 97.62, 19.89, 79.33, 79.33, 79.33, 79.33, 0, 2.09, 2.4, 1.4, 2.49, 0.6, Circle_5
1, 3, -2055.5, 45.78, 73.37, 68.88, 59.68, 91.55, 16.4, 42.19, 46.12, 30.25, 50.21, 10.55, 45.78, 45.78, 45.78, 45.78, 0, 2.09, 2.02, 1.76, 2.51, 0.38, Triangle_4
1, 3, -2107, 47.11, 74.91, 72.01, 58.55, 94.18, 17.99, 43.09, 46.44, 30.47, 52.37, 11.32, 47.11, 47.11, 47.11, 47.11, 0, 2.09, 2.07, 1.69, 2.53, 0.42, Triangle_4
1, 3, -3767.5, 90.03, 114.56, 94.63, 90.34, 158.71, 38.3, 64.51, 80.1, 31.69, 81.73, 28.43, 90.03, 90.03, 90.03, 90.03, 0, 2.09, 1.82, 1.72, 2.75, 0.57, Rectangle_5
1, 3, -3832, 90.57, 115.63, 100.44, 86.31, 160.13, 39.18, 65.22, 78.95, 32.38, 84.33, 28.57, 90.57, 90.57, 90.57, 90.57, 0, 2.09, 1.93, 1.6, 2.75, 0.59, Rectangle_5
1, 3, -2915, 51.37, 85.53, 88.62, 66.84, 101.12, 17.35, 49.42, 48.91, 40.02, 59.34, 9.67, 51.37, 51.37, 51.37, 51.37, 0, 2.09, 2.18, 1.69, 2.41, 0.37, Circle_3
1, 3, -2949, 51.83, 86.25, 90.91, 66.07, 101.79, 18.31, 49.88, 48.52, 40.68, 60.45, 9.95, 51.83, 51.83, 51.83, 51.83, 0, 2.09, 2.22, 1.66, 2.41, 0.39, Circle_3
1, 3, -3046, 50.69, 85.67, 80.81, 77.2, 99.01, 11.69, 49.41, 52.7, 41.07, 54.47, 7.28, 50.69, 50.69, 50.69, 50.69, 0, 2.09, 2, 1.92, 2.36, 0.23, Square_3
1, 3, -2949, 50.4, 84.67, 78.41, 76.49, 99.13, 12.55, 48.82, 52.92, 39.68, 53.85, 7.93, 50.4, 50.4, 50.4, 50.4, 0, 2.09, 1.97, 1.93, 2.38, 0.25, Square_3
1, 3, -6961, 79.53, 132.13, 134.38, 104.86, 157.16, 26.22, 76.3, 76.98, 60.93, 90.99, 15.04, 79.53, 79.53, 79.53, 79.53, 0, 2.09, 2.15, 1.72, 2.42, 0.35, Square_5
1, 3, -6725.5, 79.17, 130.63, 132.32, 102.42, 157.16, 27.41, 75.41, 76.64, 58.97, 90.63, 15.87, 79.17, 79.17, 79.17, 79.17, 0, 2.09, 2.15, 1.7, 2.44, 0.37, Square_5
1, 3, -2910.5, 50.65, 84.56, 78.77, 74.73, 100.17, 13.67, 48.73, 52.74, 38.8, 54.66, 8.66, 50.65, 50.65, 50.65, 50.65, 0, 2.09, 1.99, 1.89, 2.4, 0.27, Square_3
1, 3, -2884, 50.59, 84.28, 77.03, 75.6, 100.22, 13.82, 48.56, 53.32, 38.37, 54, 8.83, 50.59, 50.59, 50.59, 50.59, 0, 2.09, 1.95, 1.92, 2.41, 0.27, Square_3
1, 3, -2773, 50.71, 83.48, 78.49, 70.94, 101.02, 15.65, 48.08, 51.98, 36.79, 55.48, 9.93, 50.71, 50.71, 50.71, 50.71, 0, 2.09, 2.01, 1.83, 2.45, 0.32, Square_3
1, 3, -2828, 50.81, 84.04, 79.91, 71.22, 101, 15.32, 48.42, 51.81, 37.58, 55.88, 9.61, 50.81, 50.81, 50.81, 50.81, 0, 2.09, 2.03, 1.82, 2.43, 0.31, Square_3
1, 3, -2745.5, 53.22, 85.42, 85.87, 63.95, 106.44, 21.25, 49.27, 51.06, 35.9, 60.84, 12.57, 53.22, 53.22, 53.22, 53.22, 0, 2.09, 2.15, 1.62, 2.51, 0.45, Square_3
1, 3, -2682.5, 52.56, 84.23, 82.73, 64.85, 105.12, 20.18, 48.52, 51.28, 35.04, 59.24, 12.33, 52.56, 52.56, 52.56, 52.56, 0, 2.09, 2.1, 1.67, 2.51, 0.42, Square_3
1, 3, -6831, 79.04, 131.22, 135.47, 102.18, 156.02, 27.17, 75.82, 75.43, 60.78, 91.26, 15.24, 79.04, 79.04, 79.04, 79.04, 0, 2.09, 2.18, 1.69, 2.42, 0.37, Square_5
1, 3, -7214, 80.41, 133.85, 132.01, 110.54, 159.02, 24.3, 77.22, 79.99, 61.46, 90.19, 14.56, 80.41, 80.41, 80.41, 80.41, 0, 2.09, 2.09, 1.78, 2.41, 0.32, Square_5
1, 3, -5128, 68.8, 114.4, 124.6, 84.38, 134.24, 26.45, 66.27, 62.14, 55.04, 81.63, 13.76, 68.8, 68.8, 68.8, 68.8, 0, 2.09, 2.28, 1.6, 2.4, 0.43, Square_4
1, 3, -5225, 67.94, 113.92, 120.17, 89.36, 132.23, 22.11, 65.87, 63.68, 55.14, 78.79, 11.97, 67.94, 67.94, 67.94, 67.94, 0, 2.09, 2.21, 1.7, 2.37, 0.35, Square_4
1, 3, -3350, 64.93, 97.57, 82.76, 82.46, 127.48, 25.9, 55.75, 66.04, 35.04, 66.16, 17.93, 64.93, 64.93, 64.93, 64.93, 0, 2.09, 1.84, 1.84, 2.61, 0.44, Rectangle_4
1, 3, -2952, 67.74, 96.09, 91.24, 67.88, 129.14, 30.91, 54.89, 61.68, 31.95, 71.02, 20.4, 67.74, 67.74, 67.74, 67.74, 0, 2.09, 2.09, 1.52, 2.68, 0.58, Rectangle_4
1, 3, -4654.5, 65.89, 108.5, 106.79, 87.62, 131.1, 21.79, 62.57, 65.25, 48.28, 74.17, 13.15, 65.89, 65.89, 65.89, 65.89, 0, 2.09, 2.09, 1.74, 2.45, 0.35, Square_4
1, 3, -4496, 66.05, 107.62, 106.1, 84.9, 131.86, 23.51, 62.04, 64.92, 46.6, 74.6, 14.22, 66.05, 66.05, 66.05, 66.05, 0, 2.09, 2.1, 1.71, 2.47, 0.38, Square_4
1, 3, -1840, 55.72, 76.56, 65.76, 60.03, 103.87, 23.83, 43.42, 52.13, 23.73, 54.39, 17.09, 55.72, 55.72, 55.72, 55.72, 0, 2.09, 1.89, 1.7, 2.69, 0.53, Rectangle_3
1, 3, -1840.5, 57.81, 77.83, 69.84, 57.31, 106.33, 25.47, 44.14, 51.97, 23.61, 56.84, 17.94, 57.81, 57.81, 57.81, 57.81, 0, 2.09, 1.99, 1.58, 2.71, 0.57, Rectangle_3
1, 3, -1486.5, 34.73, 59.38, 60.75, 51.86, 65.55, 6.95, 34.29, 33.8, 30.66, 38.42, 3.9, 34.73, 34.73, 34.73, 34.73, 0, 2.09, 2.14, 1.87, 2.27, 0.21, Triangle_3
1, 3, -1560, 35.87, 61.15, 65.15, 51.22, 67.08, 8.65, 35.34, 33.34, 32.03, 40.64, 4.64, 35.87, 35.87, 35.87, 35.87, 0, 2.09, 2.22, 1.8, 2.27, 0.26, Triangle_3
1, 3, -2209.5, 41.39, 71.56, 71.59, 68.54, 74.55, 3, 41.31, 41.35, 39.57, 43.03, 1.73, 41.39, 41.39, 41.39, 41.39, 0, 2.09, 2.1, 2.02, 2.17, 0.07, Triangle_4
1, 3, -2136, 40.68, 70.34, 69.26, 68.35, 73.41, 2.7, 40.61, 41.26, 38.8, 41.77, 1.59, 40.68, 40.68, 40.68, 40.68, 0, 2.09, 2.07, 2.05, 2.17, 0.07, Triangle_4
1, 3, -4113, 64.53, 103.65, 97.67, 84.22, 129.06, 23.01, 59.62, 64.94, 42.96, 70.95, 14.74, 64.53, 64.53, 64.53, 64.53, 0, 2.09, 2.02, 1.76, 2.5, 0.38, Square_4
1, 3, -4294, 64.1, 104.5, 93.35, 92.1, 128.06, 20.41, 60.12, 67.54, 44.71, 68.11, 13.35, 64.1, 64.1, 64.1, 64.1, 0, 2.09, 1.92, 1.89, 2.47, 0.33, Square_4
1, 3, -4093, 62.59, 102.26, 99.16, 82.73, 124.9, 21.26, 58.92, 62.41, 44.41, 69.94, 13.12, 62.59, 62.59, 62.59, 62.59, 0, 2.09, 2.07, 1.75, 2.47, 0.36, Square_4
1, 3, -4194, 64.13, 104.1, 101.18, 82.98, 128.14, 22.72, 59.97, 63.57, 44.5, 71.82, 14.01, 64.13, 64.13, 64.13, 64.13, 0, 2.09, 2.08, 1.72, 2.48, 0.38, Square_4
1, 3, -1788.5, 40.52, 67.45, 73.25, 50.09, 79.01, 15.31, 39.06, 36.72, 32.5, 47.96, 7.99, 40.52, 40.52, 40.52, 40.52, 0, 2.09, 2.27, 1.61, 2.4, 0.42, Triangle_3
1, 3, -1533, 36.89, 61.5, 58.69, 52.8, 73, 10.39, 35.45, 37.7, 28.16, 40.5, 6.47, 36.89, 36.89, 36.89, 36.89, 0, 2.09, 2.03, 1.84, 2.41, 0.29, Triangle_3
1, 3, -1661, 38.17, 63.84, 60.96, 55.23, 75.33, 10.35, 36.81, 39.06, 29.55, 41.81, 6.43, 38.17, 38.17, 38.17, 38.17, 0, 2.09, 2.03, 1.86, 2.4, 0.28, Triangle_3
1, 3, -1645.5, 37.6, 63.24, 60.44, 55.47, 73.82, 9.49, 36.47, 38.59, 29.83, 41, 5.88, 37.6, 37.6, 37.6, 37.6, 0, 2.09, 2.03, 1.88, 2.38, 0.25, Triangle_3
1, 3, -4144, 63.76, 104.65, 115.38, 72.86, 125.72, 28.01, 60.72, 56.68, 48.8, 76.68, 14.37, 63.76, 63.76, 63.76, 63.76, 0, 2.09, 2.31, 1.52, 2.45, 0.5, Circle_4
1, 3, -4300, 66.14, 107.52, 117.32, 73.76, 131.47, 30.08, 62.38, 59.33, 48.45, 79.34, 15.67, 66.14, 66.14, 66.14, 66.14, 0, 2.09, 2.3, 1.5, 2.49, 0.53, Circle_4
1, 3, -2109, 41.95, 71.31, 75.33, 59.09, 79.51, 10.79, 41.21, 39.38, 36.53, 47.73, 5.82, 41.95, 41.95, 41.95, 41.95, 0, 2.09, 2.2, 1.78, 2.3, 0.27, Triangle_4
1, 3, -1974.5, 40.81, 69.2, 73.11, 56.65, 77.83, 11.12, 39.99, 38.28, 35.04, 46.66, 6, 40.81, 40.81, 40.81, 40.81, 0, 2.09, 2.21, 1.76, 2.31, 0.29, Triangle_4
1, 3, -2953.5, 103.47, 111.47, 90.14, 85.33, 158.93, 41.17, 61.9, 79.55, 24.84, 81.3, 32.1, 103.47, 103.47, 103.47, 103.47, 0, 2.09, 1.8, 1.66, 2.83, 0.64, Rectangle_5
1, 3, -3208.5, 95.38, 111.39, 95.67, 81.49, 157, 40.13, 62.37, 77.05, 27.76, 82.3, 30.09, 95.38, 95.38, 95.38, 95.38, 0, 2.09, 1.93, 1.56, 2.8, 0.64, Rectangle_5
1, 3, -6546.5, 80.16, 130.58, 133.54, 98.31, 159.88, 30.89, 75.41, 76.46, 57.19, 92.57, 17.71, 80.16, 80.16, 80.16, 80.16, 0, 2.09, 2.17, 1.63, 2.48, 0.43, Square_5
1, 3, -5930, 79.09, 126.66, 131.89, 89.94, 158.14, 34.4, 73.22, 73.64, 53.71, 92.33, 19.31, 79.09, 79.09, 79.09, 79.09, 0, 2.09, 2.22, 1.54, 2.52, 0.5, Square_5
1, 3, -2469, 44.22, 76.05, 76.16, 69.63, 82.35, 6.36, 43.91, 44.05, 40.16, 47.51, 3.67, 44.22, 44.22, 44.22, 44.22, 0, 2.09, 2.1, 1.95, 2.24, 0.15, Triangle_4
1, 3, -2401, 43.33, 74.75, 74.95, 70, 79.31, 4.66, 43.16, 43.16, 40.48, 45.85, 2.68, 43.33, 43.33, 43.33, 43.33, 0, 2.09, 2.1, 1.98, 2.2, 0.11, Triangle_4
1, 3, -5355, 79.06, 126.21, 150.43, 72.12, 156.08, 46.93, 73.99, 63.68, 58.97, 99.32, 22.06, 79.06, 79.06, 79.06, 79.06, 0, 2.09, 2.49, 1.26, 2.54, 0.73, Circle_5
1, 3, -5305.5, 77.61, 124.53, 148.22, 72.86, 152.51, 44.8, 72.91, 62.51, 58.97, 97.27, 21.16, 77.61, 77.61, 77.61, 77.61, 0, 2.09, 2.48, 1.29, 2.52, 0.7, Circle_5
1, 3, -3471, 54.38, 91.67, 87.13, 81.34, 106.53, 13.19, 52.87, 56.11, 43.55, 58.94, 8.19, 54.38, 54.38, 54.38, 54.38, 0, 2.09, 2.02, 1.9, 2.37, 0.24, Triangle_5
1, 3, -3325, 54.05, 90.33, 85.16, 79.06, 106.78, 14.57, 52.07, 55.83, 41.64, 58.74, 9.15, 54.05, 54.05, 54.05, 54.05, 0, 2.09, 2.01, 1.88, 2.4, 0.27, Triangle_5
1, 3, -5846, 79.86, 129.06, 153.31, 78.29, 155.57, 43.98, 75.43, 64.26, 62.42, 99.6, 20.96, 79.86, 79.86, 79.86, 79.86, 0, 2.09, 2.46, 1.33, 2.49, 0.66, Circle_5
1, 3, -5381.5, 78.19, 125.54, 151.53, 73.06, 152.03, 45.45, 73.54, 61.41, 61, 98.21, 21.37, 78.19, 78.19, 78.19, 78.19, 0, 2.09, 2.5, 1.28, 2.5, 0.71, Circle_5
1, 3, -1697, 36.85, 63.21, 63.66, 56.8, 69.18, 6.2, 36.5, 36.47, 32.95, 40.07, 3.56, 36.85, 36.85, 36.85, 36.85, 0, 2.09, 2.11, 1.91, 2.26, 0.17, Triangle_3
1, 3, -1647, 36.38, 62.32, 61.62, 56.46, 68.88, 6.24, 35.98, 36.62, 32.02, 39.29, 3.68, 36.38, 36.38, 36.38, 36.38, 0, 2.09, 2.08, 1.93, 2.27, 0.17, Triangle_3
1, 3, -1745, 37.03, 63.8, 62.24, 60.42, 68.73, 4.37, 36.83, 37.82, 33.87, 38.8, 2.61, 37.03, 37.03, 37.03, 37.03, 0, 2.09, 2.05, 2, 2.23, 0.12, Triangle_3
1, 3, -1688, 36.72, 62.99, 60.84, 58.69, 69.43, 5.68, 36.36, 37.76, 32.44, 38.87, 3.43, 36.72, 36.72, 36.72, 36.72, 0, 2.09, 2.04, 1.98, 2.27, 0.15, Triangle_3
1, 3, -1571.5, 35.67, 61.02, 61.81, 53.76, 67.48, 6.89, 35.23, 35.06, 31.39, 39.24, 3.93, 35.67, 35.67, 35.67, 35.67, 0, 2.09, 2.12, 1.88, 2.28, 0.2, Triangle_3
1, 3, -1704, 37.42, 63.85, 68.77, 53.67, 69.12, 8.82, 36.9, 34.29, 34.06, 42.34, 4.71, 37.42, 37.42, 37.42, 37.42, 0, 2.09, 2.23, 1.81, 2.24, 0.25, Triangle_3
1, 3, -1582, 35.17, 60.69, 61.61, 56.44, 64.01, 3.87, 35.04, 34.59, 33.11, 37.42, 2.19, 35.17, 35.17, 35.17, 35.17, 0, 2.09, 2.12, 1.97, 2.19, 0.11, Triangle_3
1, 3, -1370.5, 33.2, 56.86, 55.95, 51.66, 62.97, 5.71, 32.82, 33.56, 29.12, 35.78, 3.39, 33.2, 33.2, 33.2, 33.2, 0, 2.09, 2.07, 1.93, 2.28, 0.17, Triangle_3
1, 3, -1188, 31.28, 53.23, 51.42, 47.89, 60.37, 6.44, 30.71, 32.03, 26.31, 33.8, 3.92, 31.28, 31.28, 31.28, 31.28, 0, 2.09, 2.04, 1.92, 2.32, 0.21, Triangle_3
1, 3, -1252.5, 32.53, 54.96, 51.97, 49.34, 63.57, 7.57, 31.7, 33.75, 26.31, 35.04, 4.71, 32.53, 32.53, 32.53, 32.53, 0, 2.09, 2.01, 1.92, 2.36, 0.23, Triangle_3
1, 3, -1306.5, 31.99, 55.17, 55.8, 51.2, 58.52, 3.7, 31.86, 31.58, 29.9, 34.09, 2.11, 31.99, 31.99, 31.99, 31.99, 0, 2.09, 2.12, 1.97, 2.2, 0.12, Triangle_3
1, 3, -1479, 34.49, 59.08, 58.82, 53.16, 65.25, 6.05, 34.11, 34.49, 30.39, 37.43, 3.53, 34.49, 34.49, 34.49, 34.49, 0, 2.09, 2.09, 1.92, 2.27, 0.18, Triangle_3
1, 3, -2629, 48.44, 81.21, 89.81, 61.29, 92.54, 17.3, 47.03, 42.92, 40.93, 57.25, 8.9, 48.44, 48.44, 48.44, 48.44, 0, 2.09, 2.3, 1.64, 2.35, 0.4, Circle_3
1, 3, -2646, 49.11, 82.01, 92.35, 60.22, 93.48, 18.89, 47.54, 42.43, 41.59, 58.6, 9.59, 49.11, 49.11, 49.11, 49.11, 0, 2.09, 2.33, 1.6, 2.35, 0.43, Circle_3
1, 3, -2443.5, 47.45, 79.07, 89.94, 57.31, 89.96, 18.84, 45.86, 40.37, 40.36, 56.84, 9.52, 47.45, 47.45, 47.45, 47.45, 0, 2.09, 2.35, 1.58, 2.35, 0.45, Circle_3
1, 3, -2488, 47.77, 79.66, 89.55, 58.14, 91.3, 18.66, 46.19, 41.38, 40.09, 57.09, 9.46, 47.77, 47.77, 47.77, 47.77, 0, 2.09, 2.33, 1.59, 2.36, 0.44, Circle_3
1, 3, -2692.5, 52.7, 85.92, 99.05, 55.54, 103.17, 26.39, 50.04, 44.28, 41.02, 64.83, 12.91, 52.7, 52.7, 52.7, 52.7, 0, 2.09, 2.4, 1.42, 2.47, 0.59, Circle_3
1, 3, -2824, 51.85, 85.8, 96.26, 60.42, 100.72, 22.09, 49.79, 45.12, 41.75, 62.51, 11.14, 51.85, 51.85, 51.85, 51.85, 0, 2.09, 2.34, 1.54, 2.41, 0.48, Circle_3
1, 3, -2518, 48.36, 80.41, 89.63, 58.14, 93.47, 19.39, 46.63, 42.43, 39.57, 57.89, 9.86, 48.36, 48.36, 48.36, 48.36, 0, 2.09, 2.32, 1.58, 2.39, 0.45, Circle_3
1, 3, -2305.5, 47.57, 78.32, 90.25, 53, 91.71, 21.94, 45.53, 39.85, 38.73, 58.02, 10.83, 47.57, 47.57, 47.57, 47.57, 0, 2.09, 2.39, 1.48, 2.41, 0.53, Circle_3
1, 3, -2388, 48.82, 80.14, 93.05, 53.24, 94.15, 23.31, 46.63, 40.47, 39.61, 59.82, 11.43, 48.82, 48.82, 48.82, 48.82, 0, 2.09, 2.4, 1.45, 2.42, 0.55, Circle_3
1, 3, -2342, 48.84, 79.85, 92.4, 52.09, 95.08, 24.08, 46.5, 40.78, 38.67, 60.04, 11.77, 48.84, 48.84, 48.84, 48.84, 0, 2.09, 2.4, 1.43, 2.45, 0.58, Circle_3
1, 3, -2392.5, 48.1, 79.39, 90.43, 54.71, 93.05, 21.42, 46.12, 40.99, 38.99, 58.38, 10.66, 48.1, 48.1, 48.1, 48.1, 0, 2.09, 2.37, 1.51, 2.41, 0.51, Circle_3
1, 3, -2505, 48.41, 80.43, 91.79, 57.31, 92.2, 20.02, 46.67, 41.02, 40.72, 58.28, 10.05, 48.41, 48.41, 48.41, 48.41, 0, 2.09, 2.36, 1.55, 2.37, 0.47, Circle_3
1, 3, -3552, 52.46, 90.71, 88.84, 88.53, 94.76, 3.51, 52.37, 53.48, 49.98, 53.65, 2.07, 52.46, 52.46, 52.46, 52.46, 0, 2.09, 2.06, 2.05, 2.17, 0.07, Triangle_5
1, 3, -3576, 52.74, 91.1, 88.77, 88.28, 96.26, 4.47, 52.6, 54, 49.53, 54.26, 2.66, 52.74, 52.74, 52.74, 52.74, 0, 2.09, 2.05, 2.04, 2.19, 0.08, Triangle_5
1, 3, -3369.5, 51.23, 88.47, 88.12, 83.93, 93.35, 4.72, 51.08, 51.37, 48.2, 53.66, 2.74, 51.23, 51.23, 51.23, 51.23, 0, 2.09, 2.09, 2, 2.19, 0.09, Triangle_5
1, 3, -3432.5, 52.29, 89.76, 87.1, 83.6, 98.6, 7.85, 51.81, 53.58, 46.46, 55.4, 4.72, 52.29, 52.29, 52.29, 52.29, 0, 2.09, 2.05, 1.98, 2.26, 0.15, Triangle_5
1, 3, -3307.5, 50.97, 87.83, 87.46, 81.88, 94.15, 6.14, 50.71, 51.09, 46.96, 54.08, 3.58, 50.97, 50.97, 50.97, 50.97, 0, 2.09, 2.09, 1.98, 2.22, 0.12, Triangle_5
1, 3, -3132, 51.28, 86.77, 80.45, 79.85, 100, 11.46, 50.04, 54.04, 41.76, 54.33, 7.17, 51.28, 51.28, 51.28, 51.28, 0, 2.09, 1.97, 1.96, 2.35, 0.22, Triangle_5
1, 3, -3037.5, 53.15, 87.4, 80.96, 75.29, 105.95, 16.31, 50.32, 55.01, 38.33, 57.63, 10.47, 53.15, 53.15, 53.15, 53.15, 0, 2.09, 1.98, 1.85, 2.45, 0.31, Triangle_5
1, 3, -2898, 51.65, 85.15, 77.2, 75.39, 102.86, 15.36, 49.03, 54.33, 37.58, 55.17, 9.93, 51.65, 51.65, 51.65, 51.65, 0, 2.09, 1.94, 1.9, 2.44, 0.3, Triangle_5
